RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Grupo,probabilidade,decil
5797,15674254,Kerr,554,Spain,Female,45,4,0.0,2,1,1,193412.05,0,0,2,PLATINUM,957,Nao_Idoso,0.06799713028925902,7
5798,15775206,Hunter,699,France,Male,37,10,0.0,2,0,0,83263.04,0,0,1,DIAMOND,388,Nao_Idoso,0.0661116885879175,7
5799,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,0,4,PLATINUM,304,Nao_Idoso,0.45446083356557054,2
5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15,1,1,5,GOLD,375,Nao_Idoso,0.4128935961922728,2
5801,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0,0,3,DIAMOND,259,Nao_Idoso,0.06821271617324218,7
5802,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,1,2,SILVER,290,Nao_Idoso,0.5759084791403475,1
5803,15716236,Milani,499,France,Male,35,10,0.0,2,1,0,10722.54,0,0,1,GOLD,234,Nao_Idoso,0.056189005387805226,8
5804,15672053,Mistry,526,Spain,Male,38,2,0.0,2,0,0,58010.98,0,0,5,SILVER,708,Nao_Idoso,0.039460075717236615,9
5805,15663933,Jamieson,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,1,2,GOLD,240,Nao_Idoso,0.09063903186129174,6
5806,15814236,Kay,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0,0,3,PLATINUM,942,Nao_Idoso,0.17066997983303228,4
5807,15583597,Ikedinachukwu,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0,0,1,SILVER,962,Nao_Idoso,0.32288029055061807,2
5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0,0,2,SILVER,362,Nao_Idoso,0.06099679796853862,8
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1,1,1,SILVER,969,Nao_Idoso,0.7428717814517698,1
5810,15744109,Hartung,850,France,Male,32,4,0.0,1,1,1,180622.02,0,0,2,GOLD,818,Nao_Idoso,0.1953414690257047,4
5811,15800688,Ch'en,495,Spain,Female,42,7,0.0,2,0,0,130404.53,0,0,3,GOLD,621,Nao_Idoso,0.08871161303395801,6
5812,15810878,Baker,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0,0,2,GOLD,524,Nao_Idoso,0.1915846336570243,4
5813,15587835,Osinachi,850,France,Male,41,3,136416.82,1,0,1,57844.26,0,0,2,GOLD,264,Nao_Idoso,0.23997406497898863,3
5814,15763515,Shih,513,France,Male,30,5,0.0,2,1,0,162523.66,0,0,2,DIAMOND,444,Nao_Idoso,0.0431915438691436,9
5815,15725882,Feng,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0,0,1,SILVER,299,Nao_Idoso,0.0916377933376874,6
5816,15788022,Sternberg,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0,0,5,PLATINUM,458,Nao_Idoso,0.056330484521917974,8
5817,15663917,Adams,547,France,Male,43,1,92350.36,1,0,1,80262.91,0,0,1,DIAMOND,682,Nao_Idoso,0.29036473736035934,3
5818,15656865,Gray,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,0,2,GOLD,680,Idoso,0.18224097123411548,4
5819,15667971,Shepherd,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,0,2,GOLD,962,Nao_Idoso,0.03404543704285958,9
5820,15800366,Walton,546,France,Male,29,5,0.0,1,1,1,94823.95,0,0,4,GOLD,986,Nao_Idoso,0.15101705298972956,5
5821,15717231,Yang,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0,0,3,GOLD,559,Nao_Idoso,0.16141199759815347,4
5822,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,1,4,SILVER,499,Nao_Idoso,0.3257954695127546,2
5823,15671351,Romani,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0,0,2,PLATINUM,565,Nao_Idoso,0.06455776896032045,7
5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,1,5,SILVER,518,Nao_Idoso,0.7759439922375678,1
5825,15698953,Hart,636,Spain,Male,36,1,0.0,3,1,1,74048.1,1,1,5,DIAMOND,244,Nao_Idoso,0.6730376316378727,1
5826,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,1,5,GOLD,271,Nao_Idoso,0.2664059866341722,3
5827,15737961,Miller,509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0,0,2,SILVER,831,Nao_Idoso,0.05321502224067255,8
5828,15801701,Robson,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0,0,4,GOLD,441,Nao_Idoso,0.026222599516333815,10
5829,15684419,Wallace,709,Spain,Female,37,8,0.0,3,1,0,71738.56,0,0,5,PLATINUM,277,Nao_Idoso,0.6921869655255729,1
5830,15794266,Cross,559,France,Male,32,9,145303.52,1,1,0,103560.98,0,0,2,PLATINUM,450,Nao_Idoso,0.125099868331917,5
5831,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0,0,3,SILVER,369,Nao_Idoso,0.04026331197707382,9
5832,15771270,North,635,France,Female,27,8,127471.56,1,1,1,152916.05,1,1,5,DIAMOND,476,Nao_Idoso,0.07269130849768968,7
5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0,0,1,DIAMOND,772,Nao_Idoso,0.07929285573716167,7
5834,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,1,4,GOLD,891,Nao_Idoso,0.620917874356816,1
5835,15799910,Martin,793,France,Male,32,2,0.0,2,1,0,193817.63,1,1,2,DIAMOND,442,Nao_Idoso,0.045879193696039794,8
5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,0,3,PLATINUM,922,Nao_Idoso,0.08741482088351203,6
5837,15617419,Roberts,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,0,1,SILVER,812,Nao_Idoso,0.040250232062086645,9
5838,15657603,Finch,850,France,Female,35,6,81684.97,1,1,0,824.0,0,0,5,SILVER,576,Nao_Idoso,0.1523723824799792,5
5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,1,3,DIAMOND,612,Nao_Idoso,0.7716214775363246,1
5840,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0,0,5,DIAMOND,373,Nao_Idoso,0.08652189905942773,6
5841,15729574,Lu,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,0,5,GOLD,954,Idoso,0.035808272033293606,9
5842,15737267,Marcelo,676,France,Female,49,1,0.0,1,1,0,79342.31,1,1,3,PLATINUM,850,Nao_Idoso,0.6406074972865456,1
5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,0,3,SILVER,516,Nao_Idoso,0.19070314969863875,4
5844,15813327,Romani,710,France,Male,21,4,109130.96,2,1,1,56191.99,0,0,5,SILVER,627,Nao_Idoso,0.04042163316192441,9
5845,15711921,Scott,695,France,Male,29,5,0.0,2,1,1,6770.44,0,0,3,GOLD,748,Nao_Idoso,0.02127590443416798,10
5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0,0,4,SILVER,273,Nao_Idoso,0.10032614794286564,6
5847,15569945,Horsley,509,Spain,Male,29,1,0.0,2,1,0,69113.14,0,0,2,DIAMOND,321,Nao_Idoso,0.03987466120099424,9
5848,15569666,Goddard,517,France,Female,45,4,0.0,1,0,0,172674.36,1,1,3,SILVER,296,Nao_Idoso,0.6370614648983334,1
5849,15681887,Eskridge,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,0,5,DIAMOND,464,Nao_Idoso,0.055231723807919936,8
5850,15608873,Smith,665,France,Male,51,2,0.0,1,0,0,53353.36,0,0,1,GOLD,434,Nao_Idoso,0.8043504603090952,1
5851,15762091,Simpson,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0,0,1,GOLD,357,Nao_Idoso,0.08201052737224805,7
5852,15722053,Oguejiofor,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0,0,5,PLATINUM,334,Nao_Idoso,0.02010142980393161,10
5853,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,0,2,SILVER,370,Nao_Idoso,0.09531688727797157,6
5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,1,5,GOLD,791,Nao_Idoso,0.8356167455083159,1
5855,15743570,Feng,481,France,Female,34,5,0.0,2,1,1,125253.46,0,0,4,PLATINUM,848,Nao_Idoso,0.021465945582485556,10
5856,15608541,Claiborne,498,France,Male,46,1,91857.66,1,1,0,101954.78,1,1,5,GOLD,660,Nao_Idoso,0.5432631882983397,2
5857,15750671,Egobudike,512,Spain,Male,31,6,0.0,2,1,0,168462.26,0,0,1,SILVER,264,Nao_Idoso,0.04192024760563955,9
5858,15813659,Folliero,594,France,Female,56,7,0.0,1,1,0,26215.85,1,1,5,SILVER,709,Nao_Idoso,0.793509382414943,1
5859,15757867,Bray,570,France,Female,30,10,176173.52,1,1,0,97045.32,1,1,2,GOLD,539,Nao_Idoso,0.125099868331917,5
5860,15652914,Ibrahimov,721,Spain,Male,38,7,0.0,1,0,1,53534.8,0,0,3,GOLD,932,Nao_Idoso,0.2821949999224016,3
5861,15723818,Carpenter,453,France,Female,37,4,131834.76,2,1,0,8949.2,0,0,5,DIAMOND,549,Nao_Idoso,0.10175133067019285,6
5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0,0,1,DIAMOND,876,Nao_Idoso,0.4679357107030426,2
5863,15656484,Woods,682,France,Male,40,4,0.0,2,1,1,140745.91,0,0,5,SILVER,819,Nao_Idoso,0.015698721221205594,10
5864,15778515,Wu,748,France,Male,40,3,95297.11,1,0,0,171515.84,0,0,4,GOLD,667,Nao_Idoso,0.2884259019334417,3
5865,15803840,Forbes,729,France,Female,32,9,0.0,2,0,0,150803.44,0,0,4,GOLD,282,Nao_Idoso,0.03715845794943575,9
5866,15735339,Lynch,663,France,Male,39,4,0.0,1,1,0,76884.05,0,0,1,DIAMOND,900,Nao_Idoso,0.3881380271486321,2
5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,0,1,170454.93,1,1,5,DIAMOND,415,Nao_Idoso,0.31742362102290433,2
5868,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,0,4,DIAMOND,875,Nao_Idoso,0.20217840971094325,4
5869,15663817,Y?an,713,France,Male,46,5,0.0,1,1,1,55701.62,0,0,5,GOLD,961,Nao_Idoso,0.33494743324896964,2
5870,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0,0,5,SILVER,249,Nao_Idoso,0.14965165554616977,5
5871,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0,0,5,SILVER,839,Nao_Idoso,0.5114448723038081,2
5872,15709920,Burke,479,France,Female,33,2,208165.53,1,0,0,50774.81,1,1,5,PLATINUM,765,Nao_Idoso,0.1462712113597341,5
5873,15684248,Meng,658,Spain,Male,21,7,0.0,2,0,1,154279.87,0,0,4,SILVER,653,Nao_Idoso,0.0215278016685104,10
5874,15643158,Chiganu,598,France,Female,40,9,0.0,1,1,0,68462.59,1,1,3,DIAMOND,324,Nao_Idoso,0.4425790681563733,2
5875,15693902,Hunt,597,France,Male,19,2,0.0,2,1,1,91036.74,0,0,3,GOLD,270,Nao_Idoso,0.023738259654270098,10
5876,15578307,Lucchese,512,France,Female,33,6,121685.31,2,1,1,83681.97,0,0,4,GOLD,973,Nao_Idoso,0.033354676857394815,9
5877,15585379,Humphries,704,France,Male,39,2,111525.02,1,1,0,199484.96,0,0,4,SILVER,368,Nao_Idoso,0.25434329153073837,3
5878,15758510,Frolova,474,France,Male,26,6,0.0,2,0,0,152491.22,0,0,3,PLATINUM,316,Nao_Idoso,0.03905571678579954,9
5879,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,0,1,DIAMOND,582,Nao_Idoso,0.10041465447516448,6
5880,15705301,Parkes,683,France,Male,41,6,95696.52,2,1,1,184366.14,0,0,5,GOLD,459,Nao_Idoso,0.05418774920078424,8
5881,15718231,Gregory,537,France,Male,28,0,88963.31,2,1,1,189839.93,0,0,5,SILVER,561,Nao_Idoso,0.04818144552949846,8
5882,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,0,3,PLATINUM,542,Nao_Idoso,0.04281989139398309,9
5883,15772650,Longo,732,France,Male,55,9,136576.02,1,0,1,3268.17,1,1,2,PLATINUM,443,Nao_Idoso,0.4462508573763986,2
5884,15574795,Lombardo,495,France,Female,38,2,63093.01,1,1,1,47089.72,0,0,3,PLATINUM,850,Nao_Idoso,0.1739997960199874,4
5885,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0,0,1,PLATINUM,925,Nao_Idoso,0.05334027168208306,8
5886,15723856,Gonzalez,602,France,Female,29,3,88814.4,2,1,1,62487.97,0,0,3,SILVER,241,Nao_Idoso,0.04198963682166391,9
5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,0,4,DIAMOND,762,Nao_Idoso,0.22262395532765747,4
5888,15691287,Ford,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1,1,4,GOLD,290,Nao_Idoso,0.13034380622286423,5
5889,15804797,Gilleland,443,France,Female,54,3,138547.97,1,1,1,70196.23,1,1,1,DIAMOND,493,Nao_Idoso,0.46332459229924156,2
5890,15708650,Fullwood,727,France,Female,31,2,52192.08,2,0,1,160383.47,0,0,2,DIAMOND,759,Nao_Idoso,0.042947772445818294,9
5891,15712777,Kao,482,France,Male,38,4,124976.19,1,1,0,35848.12,0,0,1,PLATINUM,813,Nao_Idoso,0.25277426727019064,3
5892,15786469,Montalvo,686,France,Female,34,1,0.0,2,1,0,87278.48,0,0,2,DIAMOND,980,Nao_Idoso,0.04249489102550799,9
5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0,0,5,GOLD,885,Nao_Idoso,0.15755829860450493,5
5894,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,0,4,GOLD,653,Nao_Idoso,0.4704448433441012,2
5895,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,1,0,73107.6,0,0,1,DIAMOND,378,Nao_Idoso,0.12580486822503115,5
5896,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0,0,5,SILVER,865,Nao_Idoso,0.08928919670680986,6
5897,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0,0,2,PLATINUM,607,Nao_Idoso,0.13167272895461424,5
5898,15709604,McMillan,781,France,Male,23,2,107433.48,1,1,0,173843.21,0,0,5,SILVER,815,Nao_Idoso,0.12814982198754224,5
5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,1,0,185227.42,0,0,5,GOLD,825,Nao_Idoso,0.11809277495567078,6
5900,15793901,Capon,639,France,Female,27,2,0.0,2,0,0,125244.18,0,0,3,PLATINUM,541,Nao_Idoso,0.03905571678579954,9
5901,15569759,Rawling,583,France,Female,27,4,0.0,3,1,0,163113.41,0,0,1,DIAMOND,484,Nao_Idoso,0.6545346322509825,1
5902,15712930,Duncan,587,France,Male,42,1,0.0,1,0,0,123006.91,0,0,5,PLATINUM,727,Nao_Idoso,0.5172738565195946,2
5903,15586504,Trevisani,694,France,Male,40,9,0.0,2,1,0,40463.03,0,0,2,PLATINUM,400,Nao_Idoso,0.053596137697178095,8
5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,1,3,SILVER,762,Nao_Idoso,0.07828524127640835,7
5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,1,5,DIAMOND,322,Nao_Idoso,0.8560844834935963,1
5906,15731519,Kerr,511,France,Female,30,5,0.0,2,1,0,143994.86,0,0,4,SILVER,248,Nao_Idoso,0.04192024760563955,9
5907,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59,0,0,1,SILVER,645,Nao_Idoso,0.1633420995180875,4
5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,0,4,PLATINUM,789,Idoso,0.14680906659301063,5
5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,1,1,PLATINUM,968,Nao_Idoso,0.5256025860383011,2
5910,15713043,Siciliani,691,France,Female,33,6,0.0,2,1,1,100408.31,0,0,2,DIAMOND,467,Nao_Idoso,0.022232800820096432,10
5911,15700749,Powell,481,France,Female,39,6,0.0,1,1,1,24677.54,0,0,3,GOLD,953,Nao_Idoso,0.3161501044167884,2
5912,15697567,Bazarova,752,France,Male,33,4,0.0,2,1,1,39570.78,0,0,2,SILVER,409,Nao_Idoso,0.023268069215482596,10
5913,15715414,White,658,France,Female,38,6,102895.1,1,0,0,155665.76,0,0,1,SILVER,843,Nao_Idoso,0.2638449761160569,3
5914,15639530,Buda,679,Spain,Male,42,2,0.0,1,1,1,168294.27,0,0,2,GOLD,501,Nao_Idoso,0.32110783739065735,2
5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,0,2,DIAMOND,662,Nao_Idoso,0.04078740726768767,9
5916,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,1,5,SILVER,694,Nao_Idoso,0.3054850720299164,3
5917,15698872,Brown,633,Spain,Female,39,2,0.0,2,0,0,191207.03,0,0,1,PLATINUM,846,Nao_Idoso,0.056371384215029505,8
5918,15812184,Rose,674,France,Female,31,1,0.0,1,1,0,128954.05,0,0,2,SILVER,778,Nao_Idoso,0.25534978429025246,3
5919,15742609,Lombardo,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0,0,1,DIAMOND,589,Nao_Idoso,0.0968219553287808,6
5920,15815043,McMillan,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0,0,4,DIAMOND,503,Nao_Idoso,0.24696227952123687,3
5921,15640648,Howe,698,France,Male,36,6,0.0,2,0,1,19231.98,0,0,5,PLATINUM,698,Nao_Idoso,0.017477826112291768,10
5922,15627203,Hsu,508,Spain,Male,54,10,0.0,1,1,1,175749.36,0,0,3,GOLD,661,Nao_Idoso,0.5612932695891983,1
5923,15786196,Han,555,France,Female,44,3,105770.7,3,1,0,60533.96,1,1,4,DIAMOND,902,Nao_Idoso,0.8507968494918567,1
5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,1,1,3,SILVER,702,Nao_Idoso,0.6791370545326242,1
5925,15674368,Riley,738,France,Female,39,1,94435.45,2,0,1,189430.86,0,0,5,SILVER,474,Nao_Idoso,0.0653193150341499,7
5926,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,0,5,DIAMOND,727,Nao_Idoso,0.18185657209950867,4
5927,15757559,Broadhurst,595,France,Female,53,7,0.0,2,1,0,41371.68,1,1,3,DIAMOND,327,Nao_Idoso,0.4763669114939038,2
5928,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1,1,3,SILVER,839,Nao_Idoso,0.521075539571066,2
5929,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,0,2,DIAMOND,594,Nao_Idoso,0.09394002361278288,6
5930,15695078,Kemp,699,France,Male,32,3,0.0,2,1,1,170770.44,0,0,1,GOLD,221,Nao_Idoso,0.02458709003202586,10
5931,15645744,Chukwudi,826,France,Female,30,5,0.0,2,0,1,157397.57,0,0,1,SILVER,342,Nao_Idoso,0.028612945060143825,10
5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,1,1,GOLD,806,Nao_Idoso,0.5373414947994957,2
5933,15749300,Teng,556,France,Female,47,2,139914.27,1,1,1,50390.98,0,0,1,SILVER,522,Nao_Idoso,0.3534087866405705,2
5934,15594340,Tao,569,France,Male,41,4,120243.49,1,1,0,163150.03,1,1,5,PLATINUM,399,Nao_Idoso,0.29457466088517553,3
5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17,0,0,1,PLATINUM,843,Nao_Idoso,0.12831383922556938,5
5936,15778089,Stevenson,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0,0,5,DIAMOND,322,Nao_Idoso,0.04637396464370968,8
5937,15773723,Duncan,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,1,2,SILVER,728,Nao_Idoso,0.08179622506283708,7
5938,15697035,Garrett,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0,0,1,GOLD,814,Nao_Idoso,0.04005070675379155,9
5939,15679668,Yao,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,0,3,DIAMOND,348,Nao_Idoso,0.1801719357007617,4
5940,15709861,He,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0,0,1,SILVER,491,Nao_Idoso,0.03978354655204625,9
5941,15791958,Mazzi,849,France,Female,41,6,0.0,2,1,1,169203.51,1,1,1,DIAMOND,618,Nao_Idoso,0.02619762586551939,10
5942,15791030,Edwards,612,France,Female,33,0,64900.32,2,1,0,102426.12,0,0,3,PLATINUM,955,Nao_Idoso,0.05789556301096855,8
5943,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,1,4,GOLD,547,Nao_Idoso,0.7753273446518791,1
5944,15658813,Siciliani,645,France,Female,55,7,0.0,2,1,1,18369.33,0,0,2,GOLD,971,Nao_Idoso,0.12945314801238952,5
5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0,0,3,DIAMOND,492,Nao_Idoso,0.29049046454179556,3
5946,15722533,Logue,716,France,Female,40,3,0.0,2,0,1,167636.15,0,0,2,DIAMOND,910,Nao_Idoso,0.026361019813537803,10
5947,15683118,Rechner,590,France,Male,32,9,0.0,2,1,0,138889.15,0,0,1,SILVER,452,Nao_Idoso,0.04006981980837841,9
5948,15672798,O'Brien,656,France,Female,45,7,145933.27,1,1,1,199392.14,0,0,1,PLATINUM,409,Nao_Idoso,0.32261705733339957,2
5949,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0,0,5,DIAMOND,852,Nao_Idoso,0.14922446605993578,5
5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,1,1,DIAMOND,696,Nao_Idoso,0.28415983353304197,3
5951,15806808,Hope,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,1,3,GOLD,597,Nao_Idoso,0.9286084319455475,1
5952,15590637,Ahmed,721,France,Male,41,7,0.0,2,0,1,61018.85,0,0,1,SILVER,453,Nao_Idoso,0.027533756161506977,10
5953,15657535,Pearson,590,Spain,Male,29,10,0.0,1,1,1,51907.72,1,1,1,GOLD,523,Nao_Idoso,0.18553192693123172,4
5954,15696141,Kruglov,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0,0,2,GOLD,326,Nao_Idoso,0.2396337199570663,3
5955,15811947,Gordon,850,France,Male,33,0,124781.67,1,0,1,33700.52,0,0,3,DIAMOND,357,Nao_Idoso,0.07266980485325258,7
5956,15649024,Trujillo,748,France,Female,39,9,132865.56,1,1,1,59636.43,1,1,2,DIAMOND,756,Nao_Idoso,0.16223153987608432,4
5957,15594928,Pagnotto,798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0,0,2,GOLD,879,Nao_Idoso,0.25929289013731643,3
5958,15765532,Horton,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0,0,5,DIAMOND,693,Idoso,0.2067881029896284,4
5959,15741719,DeRose,540,France,Female,40,3,165298.12,1,0,1,199862.75,0,0,4,GOLD,656,Nao_Idoso,0.22262395532765747,4
5960,15665629,Chiang,719,Spain,Female,33,7,0.0,2,1,0,20016.59,0,0,5,GOLD,282,Nao_Idoso,0.02135555611963336,10
5961,15728917,Gill,598,France,Male,48,6,120682.53,1,1,0,30635.52,1,1,2,GOLD,675,Nao_Idoso,0.6254292172204461,1
5962,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0,0,2,GOLD,630,Nao_Idoso,0.030968083677013435,10
5963,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,1,2,SILVER,799,Nao_Idoso,0.22952895219770114,4
5964,15653521,Onuora,850,Germany,Female,40,7,104449.8,1,1,1,747.88,0,0,4,PLATINUM,931,Nao_Idoso,0.1876988723903084,4
5965,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0,0,1,SILVER,620,Nao_Idoso,0.1646699375783807,4
5966,15644132,Mancini,724,France,Female,30,9,142475.87,1,1,1,107848.24,0,0,3,SILVER,399,Nao_Idoso,0.0854187310010159,6
5967,15600832,Moss,508,France,Female,43,9,0.0,1,1,0,103726.71,0,0,3,DIAMOND,981,Nao_Idoso,0.5613993350494038,1
5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,0,4,SILVER,890,Nao_Idoso,0.08915928632712067,6
5969,15603743,Tai,526,France,Male,28,1,112070.44,1,0,1,126281.83,0,0,4,DIAMOND,486,Nao_Idoso,0.08176172965280622,7
5970,15579714,Pan,542,France,Female,29,7,0.0,2,0,1,196651.72,0,0,3,DIAMOND,761,Nao_Idoso,0.029209715946606013,10
5971,15634295,Wilson,470,France,Male,35,1,96473.59,1,0,0,5962.3,0,0,5,SILVER,752,Nao_Idoso,0.16346414401228535,4
5972,15786680,Bianchi,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0,0,5,PLATINUM,311,Nao_Idoso,0.037288929498358235,9
5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1,1,1,GOLD,416,Nao_Idoso,0.6607559291805866,1
5974,15691823,Obidimkpa,672,France,Male,37,5,153195.59,1,1,1,162763.01,0,0,2,PLATINUM,391,Nao_Idoso,0.08645532737328723,6
5975,15809279,Wallace,773,France,Male,45,8,96877.21,1,1,1,113950.51,0,0,4,SILVER,744,Nao_Idoso,0.2968118501092848,3
5976,15758039,Ash,614,France,Male,44,6,0.0,2,0,1,104930.46,0,0,3,GOLD,371,Nao_Idoso,0.05466445823120248,8
5977,15807163,Ku,537,France,Female,38,10,0.0,1,0,0,52337.97,1,1,2,GOLD,958,Nao_Idoso,0.42790484203499934,2
5978,15631639,Uspensky,704,France,Female,40,6,95452.89,1,0,1,179964.55,0,0,1,PLATINUM,701,Nao_Idoso,0.19382926555122354,4
5979,15713770,Shih,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0,0,2,DIAMOND,972,Nao_Idoso,0.27196033210559883,3
5980,15698167,Kumm,677,France,Female,24,0,148298.59,2,0,0,182913.95,0,0,5,SILVER,339,Nao_Idoso,0.06333879174024185,7
5981,15781710,Carey,558,Spain,Female,31,7,0.0,2,1,0,166720.28,0,0,1,SILVER,689,Nao_Idoso,0.03951732833699801,9
5982,15801296,Farber,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0,0,2,DIAMOND,760,Nao_Idoso,0.12258343010780721,6
5983,15704378,Calabrese,655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0,0,1,SILVER,299,Nao_Idoso,0.13412434625476138,5
5984,15767891,Findlay,619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0,0,2,GOLD,321,Nao_Idoso,0.048009796176294556,8
5985,15640667,Yu,662,France,Female,41,4,0.0,2,1,0,126551.48,0,0,4,SILVER,527,Nao_Idoso,0.05645258831566996,8
